trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
173,False,"{'a': 0.4269999999999998, 'e': 0.17728440996987782}",20,1,-41.46019555521304,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
174,False,"{'a': 0.4259999999999998, 'e': 0.17552040061699686}",25,0,14.912944634259823,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
175,False,"{'a': 0.4249999999999998, 'e': 0.17377394345044514}",25,18,12.56398454550276,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.4239999999999998, 'e': 0.17204486382305054}",30,0,-1.2400057880094764,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
177,False,"{'a': 0.4229999999999998, 'e': 0.17033298882540943}",25,13,3.250317059253971,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.4219999999999998, 'e': 0.1686381472685955}",20,9,20.535720587862567,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.4209999999999998, 'e': 0.1669601696670407}",30,16,17.053607107772184,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.4199999999999998, 'e': 0.16529888822158653}",25,17,14.419531104041253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.4189999999999998, 'e': 0.16365413680270405}",25,0,-13.397879289649822,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
182,False,"{'a': 0.4179999999999998, 'e': 0.16202575093388075}",20,2,24.411272240823166,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.4169999999999998, 'e': 0.16041356777517274}",20,9,9.902856322030884,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.4159999999999998, 'e': 0.15881742610692068}",20,0,-6.3483509789437225,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
185,False,"{'a': 0.4149999999999998, 'e': 0.1572371663136276}",20,7,-30.638357597605058,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
186,False,"{'a': 0.4139999999999998, 'e': 0.1556726303679973}",20,0,-9.61244124399219,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
187,False,"{'a': 0.4129999999999998, 'e': 0.1541236618151314}",25,0,11.642262172131367,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
188,False,"{'a': 0.4119999999999998, 'e': 0.15259010575688386}",25,8,-17.9285351245372,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.4109999999999998, 'e': 0.15107180883637084}",20,8,9.0471856082295,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.4099999999999998, 'e': 0.14956861922263504}",25,12,21.35019070502345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.4089999999999998, 'e': 0.14808038659546244}",20,2,24.365014018482512,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.4079999999999998, 'e': 0.14660696213035015}",30,15,25.66472647902176,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.4069999999999998, 'e': 0.14514819848362373}",20,2,11.72281229403453,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
194,False,"{'a': 0.4059999999999998, 'e': 0.14370394977770293}",25,10,-25.81138981705888,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
195,False,"{'a': 0.4049999999999998, 'e': 0.1422740715865136}",20,8,-11.742620001663209,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
196,False,"{'a': 0.4039999999999998, 'e': 0.140858420921045}",25,7,32.28147848243096,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.4029999999999998, 'e': 0.13945685621505094}",25,11,26.244682174514903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.4019999999999998, 'e': 0.13806923731089282}",20,6,-16.05875666814813,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.4009999999999998, 'e': 0.13669542544552385}",25,0,16.287042339667924,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
200,False,"{'a': 0.3999999999999998, 'e': 0.1353352832366127}",30,8,20.09458766564135,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.3989999999999998, 'e': 0.13398867466880493}",25,14,19.076143038168265,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.3979999999999998, 'e': 0.13265546508012172}",35,0,-17.646821819204813,"{0: 32, 1: 0, 2: 1, 3: 1, 4: 1}",0
203,False,"{'a': 0.3969999999999998, 'e': 0.13133552114849303}",25,3,33.54732322109086,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.3959999999999998, 'e': 0.1300287108784259}",25,10,22.862126339989423,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.3949999999999998, 'e': 0.12873490358780423}",25,6,11.382578978559817,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.3939999999999998, 'e': 0.12745396989482075}",30,16,29.07878956615171,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.3929999999999998, 'e': 0.12618578170503877}",25,14,-30.080685884630746,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
208,False,"{'a': 0.3919999999999998, 'e': 0.12493021219858241}",20,10,21.132552808612175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.3909999999999998, 'e': 0.12368713581745483}",25,10,23.331892499315064,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.3899999999999998, 'e': 0.1224564282529819}",25,14,18.608179129519684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.3889999999999998, 'e': 0.12123796643338168}",35,19,17.60022586188839,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.3879999999999998, 'e': 0.12003162851145673}",25,12,19.96886235681089,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.3869999999999998, 'e': 0.11883729385240965}",25,12,8.736829531912063,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.3859999999999998, 'e': 0.11765484302177918}",25,18,13.814133147829972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.3849999999999998, 'e': 0.11648415777349697}",30,14,32.252118492262376,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.3839999999999998, 'e': 0.11532512103806251}",25,5,31.371261722243784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.3829999999999998, 'e': 0.1141776169108365}",25,12,17.23005921641974,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.3819999999999998, 'e': 0.11304153064044985}",25,14,18.77069001591036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.3809999999999998, 'e': 0.11191674861732888}",25,19,10.432797770392263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.3799999999999998, 'e': 0.11080315836233387}",20,9,10.970484121829097,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.3789999999999998, 'e': 0.10970064851551141}",25,16,19.52096102996139,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.3779999999999998, 'e': 0.10860910882495796}",25,8,28.313195690247866,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.3769999999999998, 'e': 0.10752843013579495}",30,9,31.23221308551356,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.3759999999999998, 'e': 0.1064585043792528}",30,18,23.723818994292763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.3749999999999998, 'e': 0.10539922456186433}",35,23,24.65894007374273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.3739999999999998, 'e': 0.104350484754765}",25,14,10.503906686827365,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.3729999999999998, 'e': 0.1033121800831002}",25,20,9.539900236884156,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.3719999999999998, 'e': 0.10228420671553744}",35,20,3.6962512887777015,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
229,False,"{'a': 0.3709999999999998, 'e': 0.1012664618538834}",20,9,-22.947446705748735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.3699999999999998, 'e': 0.1002588437228037}",20,8,-21.114427183085823,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.3689999999999998, 'e': 0.09926125155964566}",25,18,12.520592499235903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.36799999999999977, 'e': 0.09827358560436154}",20,16,7.737809769209035,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.36699999999999977, 'e': 0.09729574708953276}",25,0,35.261843848070875,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.36599999999999977, 'e': 0.09632763823049303}",35,23,21.586136168373653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.36499999999999977, 'e': 0.09536916221554961}",20,12,13.120207472225566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.36399999999999977, 'e': 0.09442022319630235}",25,0,23.802239121304268,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
237,False,"{'a': 0.36299999999999977, 'e': 0.09348072627805847}",25,14,25.174095561218152,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.36199999999999977, 'e': 0.09255057751034329}",20,9,18.216951525874915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.36099999999999977, 'e': 0.09162968387750484}",35,18,10.468462865234516,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
240,False,"{'a': 0.35999999999999976, 'e': 0.09071795328941251}",30,8,33.002622449808776,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.35899999999999976, 'e': 0.08981529457224763}",20,8,-11.173264017288565,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
242,False,"{'a': 0.35799999999999976, 'e': 0.08892161745938634}",20,12,12.62440894782326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.35699999999999976, 'e': 0.08803683258237255}",20,14,11.880499394850483,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.35599999999999976, 'e': 0.0871608514619813}",30,17,28.19741875863252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.35499999999999976, 'e': 0.0862935864993705}",25,20,7.681928905136234,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.35399999999999976, 'e': 0.08543495096732123}",25,15,20.584495585060402,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.35299999999999976, 'e': 0.08458485900156469}",25,13,11.56542881791592,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.35199999999999976, 'e': 0.08374322559219596}",30,24,10.284725975718437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.35099999999999976, 'e': 0.08290996657517266}",25,15,14.79696355003126,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.34999999999999976, 'e': 0.0820849986238988}",20,9,23.887647995785002,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.34899999999999975, 'e': 0.08126823924089167}",35,22,24.291895132072828,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.34799999999999975, 'e': 0.08045960674953244}",20,9,20.710228925513807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.34699999999999975, 'e': 0.07965902028589801}",25,14,23.942958532967964,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.34599999999999975, 'e': 0.07886639979067495}",20,6,22.379519796128896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.34499999999999975, 'e': 0.07808166600115313}",25,0,-5.551988373002386,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
256,False,"{'a': 0.34399999999999975, 'e': 0.07730474044329974}",20,3,23.849408502702865,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.34299999999999975, 'e': 0.07653554542391151}",30,10,41.227310787398075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.34199999999999975, 'e': 0.07577400402284548}",20,6,23.00960071535522,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.34099999999999975, 'e': 0.07502004008532698}",20,13,18.120261148180738,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.33999999999999975, 'e': 0.07427357821433388}",25,13,-2.0266761292937767,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.33899999999999975, 'e': 0.0735345437630571}",25,15,19.560133259959187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.33799999999999975, 'e': 0.07280286282743559}",25,18,14.649639308610102,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.33699999999999974, 'e': 0.0720784622387661}",25,11,-33.351598115038435,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.33599999999999974, 'e': 0.07136126955638605}",20,8,25.54301684719636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.33499999999999974, 'e': 0.0706512130604296}",20,4,25.07851797729559,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.33399999999999974, 'e': 0.06994822174465536}",20,14,12.25153630308509,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.33299999999999974, 'e': 0.069252225309346}",20,14,11.235773605295194,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.33199999999999974, 'e': 0.06856315415427791}",20,3,27.60385989359474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.33099999999999974, 'e': 0.06788093937176144}",20,5,12.81274503090339,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.32999999999999974, 'e': 0.06720551273974976}",30,18,23.323769451020876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.32899999999999974, 'e': 0.06653680671501686}",20,9,16.568615841171866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.32799999999999974, 'e': 0.06587475442640295}",25,2,29.815132276866443,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.32699999999999974, 'e': 0.06521928966812753}",20,2,25.086515464257133,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.32599999999999973, 'e': 0.06457034689316847}",30,17,22.932826246043106,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.32499999999999973, 'e': 0.06392786120670757}",20,13,12.920272592951049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.32399999999999973, 'e': 0.0632917683596407}",20,13,13.618194731462783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.32299999999999973, 'e': 0.06266200474215315}",20,11,18.714970894411877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.32199999999999973, 'e': 0.06203850737735829}",25,18,11.849067097675556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.32099999999999973, 'e': 0.06142121391500013}",20,16,5.017054806746445,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.31999999999999973, 'e': 0.06081006262521795}",25,17,3.1674266591662947,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.31899999999999973, 'e': 0.06020499239237354}",20,11,18.905789417519173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.3179999999999997, 'e': 0.05960594270893937}",20,14,11.585266823588077,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.3169999999999997, 'e': 0.05901285366944784}",20,11,14.398461545460734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.3159999999999997, 'e': 0.05842566596450083}",20,10,21.59529325527773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.3149999999999997, 'e': 0.057844320874838456}",20,16,6.757243288365372,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.3139999999999997, 'e': 0.05726876026546736}",20,12,15.83328161714002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.3129999999999997, 'e': 0.0566989265798469}",20,3,30.206818272342144,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.3119999999999997, 'e': 0.056134762834133725}",20,10,17.820169268043244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.3109999999999997, 'e': 0.05557621261148306}",30,5,23.43748257172014,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.3099999999999997, 'e': 0.05502322005640723}",20,5,25.596880797551695,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.3089999999999997, 'e': 0.05447572986918986}",25,7,35.453322590257336,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.3079999999999997, 'e': 0.05393368730035602}",35,18,13.027048230123524,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.3069999999999997, 'e': 0.053397038145197084}",25,11,14.227834896190863,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.3059999999999997, 'e': 0.05286572873835037}",25,14,15.975776303432026,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.3049999999999997, 'e': 0.05233970594843238}",35,23,26.48731222932252,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.3039999999999997, 'e': 0.05181891717272583}",20,8,10.657268894479342,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.3029999999999997, 'e': 0.05130331033191911}",20,16,7.667086852464793,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.3019999999999997, 'e': 0.0507928338648985}",20,14,8.288143400696013,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.3009999999999997, 'e': 0.050287436723591865}",20,11,14.464796221684711,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.2999999999999997, 'e': 0.049787068367863944}",20,14,9.641770837428698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,10,27.096799772490478,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,10,28.47997204809672,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,23,13.441959748839032,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,13,26.888490642804403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,9,21.720658332158877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,9,28.6200874597708,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,8,19.509688463678106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",35,17,33.27257882587584,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",35,26,16.876800312636774,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,14,10.718983021013042,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
